timestamp,checkpoint,accuracy,macro_f1,macro_precision,macro_recall,num_test
20260302-214743,best_reseff_fusion_masked.pth,0.981965734896303,0.9830659444044915,0.9837752632662495,0.9825248251953699,1109
20260303-000035,best_reseff_fusion_masked.pth,0.9846708746618575,0.98541272088344,0.98556059876633,0.9852898525177743,1109
